Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.673995	1.324535	78.886000	64.550000	
0.100000	0.659951	1.334481	79.602000	65.170000	
0.100000	0.647585	1.502578	79.716000	62.260000	
0.100000	0.637369	1.388715	80.056000	64.020000	
0.100000	0.643346	1.378050	79.796000	64.650000	
0.100000	0.622167	1.321505	80.666000	65.200000	
0.100000	0.614188	1.337678	80.818000	65.130000	
0.100000	0.608524	1.414822	80.930000	63.950000	
0.100000	0.604641	1.476787	81.010000	63.290000	
0.100000	0.600955	1.425000	81.126000	63.380000	
0.100000	0.590863	1.269001	81.324000	66.360000	
0.100000	0.577672	1.463029	81.838000	62.250000	
0.100000	0.580205	1.418056	81.716000	65.550000	
0.100000	0.580157	1.350467	81.700000	64.180000	
0.100000	0.558172	1.469712	82.538000	63.870000	
0.100000	0.557489	1.435795	82.408000	64.860000	
0.100000	0.553690	1.444060	82.436000	65.090000	
0.100000	0.546645	1.493621	82.852000	63.740000	
0.100000	0.547869	1.508806	82.686000	63.560000	
0.100000	0.529543	1.428617	83.324000	64.010000	
0.100000	0.536698	1.288674	83.250000	66.810000	
0.100000	0.517922	1.338497	83.758000	66.150000	
0.100000	0.523257	1.293473	83.136000	67.060000	
0.100000	0.519990	1.362889	83.366000	65.450000	
0.100000	0.512459	1.429056	83.698000	64.330000	
0.100000	0.514757	1.418279	83.734000	63.930000	
0.100000	0.510130	1.351801	83.634000	65.970000	
0.100000	0.510179	1.383802	83.692000	65.600000	
0.100000	0.491174	1.361100	84.476000	65.810000	
0.100000	0.497565	1.383804	84.386000	65.340000	
0.100000	0.487750	1.345030	84.356000	66.350000	
0.100000	0.473978	1.357272	85.022000	65.690000	
0.100000	0.488944	1.423834	84.478000	64.680000	
0.100000	0.487092	1.316931	84.380000	66.680000	
0.100000	0.471931	1.486178	84.928000	64.010000	
0.100000	0.474783	1.412191	84.774000	65.110000	
0.100000	0.473078	1.437484	84.886000	65.050000	
0.100000	0.462515	1.292000	85.166000	68.270000	
0.100000	0.456611	1.331631	85.284000	65.990000	
0.100000	0.461781	1.518707	85.294000	62.270000	
0.100000	0.468097	1.433650	84.974000	64.310000	
0.100000	0.449309	1.539210	85.582000	64.330000	
0.100000	0.456300	1.303797	85.610000	67.270000	
0.010000	0.215524	0.919643	93.708000	75.740000	
0.010000	0.139315	0.926132	96.516000	75.830000	
0.010000	0.116229	0.929938	97.166000	76.320000	
0.010000	0.100723	0.937667	97.656000	76.430000	
0.010000	0.089370	0.948751	97.982000	76.550000	
0.010000	0.081215	0.953552	98.252000	76.590000	
0.010000	0.074036	0.965434	98.404000	76.630000	
0.010000	0.068208	0.977073	98.580000	76.540000	
0.010000	0.062877	0.975769	98.736000	76.610000	
0.010000	0.058392	0.988308	98.868000	76.750000	
0.010000	0.055191	0.995421	99.012000	76.420000	
0.010000	0.050805	1.000970	99.098000	76.500000	
0.010000	0.048991	1.007564	99.106000	76.520000	
0.010000	0.045880	1.011113	99.182000	76.430000	
0.010000	0.043879	1.024047	99.260000	76.430000	
0.010000	0.042007	1.024001	99.278000	76.460000	
0.010000	0.039698	1.036920	99.416000	76.490000	
0.010000	0.037451	1.035313	99.412000	76.500000	
0.010000	0.035657	1.038490	99.462000	76.500000	
0.010000	0.033561	1.042809	99.530000	76.270000	
0.010000	0.033414	1.048302	99.494000	76.610000	
0.010000	0.031728	1.051657	99.556000	76.380000	
0.010000	0.030226	1.059305	99.576000	76.230000	
0.010000	0.029500	1.059370	99.600000	76.490000	
0.010000	0.028772	1.062085	99.600000	76.470000	
0.010000	0.027754	1.063508	99.644000	76.590000	
0.010000	0.025279	1.068288	99.690000	76.370000	
0.010000	0.024972	1.074343	99.710000	76.320000	
0.010000	0.024610	1.075033	99.712000	76.340000	
0.010000	0.023785	1.077784	99.704000	76.540000	
0.010000	0.023478	1.076847	99.720000	76.220000	
0.010000	0.022314	1.077276	99.764000	76.260000	
0.010000	0.022856	1.081254	99.732000	76.340000	
0.010000	0.021470	1.076162	99.780000	76.470000	
0.010000	0.020740	1.077891	99.800000	76.520000	
0.010000	0.020605	1.086596	99.788000	76.540000	
0.010000	0.020550	1.092626	99.780000	76.430000	
0.010000	0.019748	1.088254	99.796000	76.590000	
0.010000	0.019374	1.088518	99.820000	76.330000	
0.010000	0.018341	1.087788	99.820000	76.490000	
0.010000	0.018098	1.095685	99.826000	76.640000	
0.001000	0.016304	1.095359	99.886000	76.630000	
0.001000	0.016367	1.092338	99.866000	76.740000	
0.001000	0.015703	1.087749	99.896000	76.620000	
0.001000	0.015439	1.089080	99.880000	76.510000	
0.001000	0.015838	1.086617	99.878000	76.560000	
0.001000	0.015816	1.088058	99.866000	76.670000	
0.001000	0.015650	1.086020	99.878000	76.710000	
0.001000	0.015302	1.090244	99.872000	76.440000	
0.001000	0.014791	1.091369	99.908000	76.410000	
0.001000	0.014607	1.085485	99.906000	76.650000	
0.001000	0.014420	1.089817	99.912000	76.560000	
0.001000	0.014506	1.089237	99.892000	76.740000	
0.001000	0.015221	1.087114	99.874000	76.550000	
0.001000	0.014824	1.089415	99.882000	76.640000	
0.001000	0.014426	1.089276	99.918000	76.610000	
0.001000	0.014522	1.085061	99.916000	76.770000	
0.001000	0.014253	1.086292	99.894000	76.660000	
0.001000	0.014285	1.091040	99.900000	76.680000	
0.001000	0.014415	1.080641	99.890000	76.700000	
0.001000	0.014171	1.086959	99.924000	76.640000	
0.001000	0.014492	1.090464	99.896000	76.500000	
0.001000	0.014002	1.086564	99.912000	76.750000	
0.001000	0.014395	1.090295	99.896000	76.680000	
0.001000	0.014027	1.088723	99.888000	76.630000	
0.001000	0.014424	1.091490	99.874000	76.520000	
0.001000	0.013931	1.089309	99.918000	76.600000	
0.001000	0.014379	1.087413	99.884000	76.670000	
0.001000	0.014102	1.089077	99.912000	76.600000	
0.001000	0.013693	1.089572	99.926000	76.670000	
0.001000	0.013938	1.088971	99.912000	76.480000	
0.001000	0.013843	1.092793	99.904000	76.500000	
0.001000	0.013511	1.089679	99.918000	76.550000	
0.001000	0.013973	1.088813	99.920000	76.500000	
0.001000	0.013941	1.090913	99.890000	76.510000	
0.001000	0.013991	1.085267	99.920000	76.590000	
0.001000	0.013808	1.089009	99.914000	76.640000	
0.001000	0.013678	1.083809	99.936000	76.770000	
0.001000	0.013783	1.091832	99.914000	76.560000	
0.001000	0.013777	1.090056	99.898000	76.640000	
0.001000	0.013578	1.089349	99.918000	76.500000	
0.001000	0.013328	1.088597	99.924000	76.580000	
0.001000	0.013644	1.088097	99.906000	76.590000	
